id,name,sinhala name,author,author sinhala name,translator,translator sinhala name,language,categoery,Tags
256,Psycho,Psycho,Robert bloch,රොබට් බ්ලොක්,Senarathne weerasinghe,සෙනරත්න වීරසිංහ,Sinhala,English Translation Novel,Novel
257,Divya Bojanaya,Divya Bojanaya,H.G.Wells,එච්.ජී. වේල්ස්,J.C.Saluwadana,ජේ.සී.සළුවඩන,Sinhala,Science Fiction,
258,Kala Yanaya,Kala Yanaya,H.G.Wells,එච්.ජී. වේල්ස්,David Alponsu,ඩේවිඩ් අල්පොන්සු,Sinhala,Science Fiction,
259,Athithayen aa Daruwa,Athithayen aa Daruwa,Izack Asimov,ඉසාක් අසිමොව්,Dammika Senevirathna,දම්මික සෙනෙවිරත්න,Sinhala,Science Fiction,
260,Samuduru Pathle Sawariyak,Samuduru Pathle Sawariyak,Jules verne,ජූල්ස් වර්න්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
261,Dolpin Doopatha,Dolpin Doopatha,Arthur C Clarke,ආතර් සී ක්ලාක්,J.C.Saluwadana,ජේ.සී.සළුවඩන,Sinhala,Science Fiction,
262,Kethee,Kethee,,,Vijitha Rajapaksha,විජිත රාජපක්ෂ,Sinhala,Science Fiction,
263,Angaharu Lokaye  Kumarikawak,Angaharu Lokaye  Kumarikawak,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
264,Pitasakwala Demuhumkaranaya,Pitasakwala Demuhumkaranaya,Asanka Fernando,අසංක ප්‍රනාන්දු,,,Sinhala,Science Fiction,
265,Kola Pellama,Kola Pellama,Kapila Weerasinghe,කපිල වීරසිංහ,,,Sinhala,Science Fiction,
266,Aaweshaya,Aaweshaya,Manoj Dharmarathna,මනෝජ් ධර්මරත්න,,,Sinhala,Science Fiction,
267,Mathuyam Dawasaka,Mathuyam Dawasaka,Izack Asimov,ඉසාක් අසිමොව්,S.W.Paranavithana,එස්.ඩබ්ලිව්.පරණවිතාන,Sinhala,Science Fiction,
268,Jurasika Uyane Sathi Atak,Jurasika Uyane Sathi Atak,Scott Sinsean,ස්කොට් සින්සීන්,Sudath Rohan,සුදත් රෝහණ,Sinhala,Science Fiction,
269,Jurasika uyana,Jurasika uyana,Michael Crichton,මයිකල් ක්‍රික්ටන්,Gamini Kumara Vithana,ගාමිණී කුමාර විතාන,Sinhala,Science Fiction,
270,Polowa Meda Lokaya,Polowa Meda Lokaya,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
271,Peliyusidaraya,Peliyusidaraya,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
272,Ubhayajiva,Ubhayajiva,A. belayef,A. belayef,J.E. Gunasekara,ජේ.ඊ.ගුණසේකර,Sinhala,Science Fiction,
273,Ballekuge Hadawatha,Ballekuge Hadawatha,Mikhail Bulgakov,මිහායිල් බුල්ගාකොව්,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,Science Fiction,
274,Niruwath Hirumandala,Niruwath Hirumandala,Izack Asimov,ඉසාක් අසිමොව්,Sudath Rohan,සුදත් රෝහණ,Sinhala,Science Fiction,
275,Awasan Theenduwa,Awasan Theenduwa,Manoj Dharmarathna,මනෝජ් ධර්මරත්න,,,Sinhala,Science Fiction,
276,E.T. (Extra-Terrestrial),E.T. (Extra-Terrestrial),William Ktzwinkle / Stevan Spielberg,William Ktzwinkle / Stevan Spielberg,Upali Kannangara,උපාලි කන්නන්ගර,Sinhala,Science Fiction,
277,Tharu Sangrama,Tharu Sangrama,George Lucas,ජෝර්ජ් ලූකස්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,Science Fiction,
278,Wishwa Sangramaya,Wishwa Sangramaya,H.G.Wells,එච්.ජී. වේල්ස්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
279,Wishwaya Medin Giyagamanak,Wishwaya Medin Giyagamanak,Jules verne,ජූල්ස් වර්න්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
280,Pitasakwala Jeewayak Pawathida,Pitasakwala Jeewayak Pawathida,Thathsarani Bulathsinhala,තත්සරණි බුලත්සිංහල,,,Sinhala,Science Fiction,
281,Antharjalaye Abhirahas Maranaya,Antharjalaye Abhirahas Maranaya,Fansisde Silva,ෆැන්සිස්ද සිල්වා,Sugath Wijesinghe,සුගත් විජේසිංහ,Sinhala,Science Fiction,
282,Graha lokayaka Winasaya,Graha lokayaka Winasaya,A.Kasantsev,A.Kasantsev,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Science Fiction,
283,Awasan Siddhanthaya,Awasan Siddhanthaya,Arthur C Clarke,ආතර් සී ක්ලාක්,Thatsarani Bulathsinghale,තත්සරණි බුලත්සිංහලේ,Sinhala,Science Fiction,
284,Loka Winasaya,Loka Winasaya,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
285,Richter 10,Richter 10,Arthur C Clarke,ආතර් සී ක්ලාක්,Thatsarani Bulathsinghale,තත්සරණි බුලත්සිංහලේ,Sinhala,Science Fiction,
286,Chandra Gawesakayo,Chandra Gawesakayo,Arthur C Clarke,ආතර් සී ක්ලාක්,Thatsarani Bulathsinghale,තත්සරණි බුලත්සිංහලේ,Sinhala,Science Fiction,
287,Pruthuvi Adhirajya,Pruthuvi Adhirajya,Arthur C Clarke,ආතර් සී ක්ලාක්,Thatsarani Bulathsinghale,තත්සරණි බුලත්සිංහලේ,Sinhala,Science Fiction,
288,Kalawakasaye Sirakaruwa,Kalawakasaye Sirakaruwa,Dhamitha Nipunajith,ධමිත නිපුනජිත්,,,Sinhala,Science Fiction,
289,Gemburu Muhuda,Gemburu Muhuda,Arthur C Clarke,ආතර් සී ක්ලාක්,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Science Fiction,
290,Wismitha Sihina Dakinna,Wismitha Sihina Dakinna,Dhamitha Nipunajith,ධමිත නිපුනජිත්,,,Sinhala,Science Fiction,
291,2001,2001,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
292,2010,2010,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
293,2061,2061,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
294,3001,3001,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
295,Chitta Paraposhithayo,Chitta Paraposhithayo,Colin Wilson,කොලින් විල්සන්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
296,Hitana Pathana Yantra,Hitana Pathana Yantra,S.M.Bandhuseela,එස්.එම්.බන්ධුසීල,,,Sinhala,Science Fiction,
297,Paradisaye Ulpath,Paradisaye Ulpath,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
298,Mihikathe Geethaya,Mihikathe Geethaya,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
299,Anagathaye Pethikadak,Anagathaye Pethikadak,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
300,Sanda Madale Sawariyak,Sanda Madale Sawariyak,H.G.Wells,එච්.ජී. වේල්ස්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
301,Ira Handa Tharu Meda,Ira Handa Tharu Meda,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
302,Rama,Rama,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
303,Rama 2,Rama 2,Arthur C Clarke,ආතර් සී ක්ලාක්,S.M. Bandusila,එස්.එම්. බන්දුසිල,Sinhala,Science Fiction,
304,Rama -Anawaranaya,Rama -Anawaranaya,Arthur C clarke,ආතර් සී ක්ලාක්,S.M.Bandusila,එස්.එම්.බන්දුසිල,Sinhala,Science Fiction,
305,Rama Uyana,Rama Uyana,Arthur C clarke,ආතර් සී ක්ලාක්,S.M.Bandusila,එස්.එම්.බන්දුසිල,Sinhala,Science Fiction,
306,Elowin aa Bolaya,Elowin aa Bolaya,,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
307,Migumi,Migumi,Prema chandra Rupasinghe,ප්‍රේමචන්ද්‍ර රූපසිංහ,,,Sinhala,Science Fiction,
308,Bebalena Sandawataa,Bebalena Sandawataa,Jules verne,ජූල්ස් වර්න්,Sudarman Satharasinghe,සුදර්මන් සතරසිංහ,Sinhala,Science Fiction,
309,Wanara Lokaya,Wanara Lokaya,Pierre Bouille,Pierre Bouille,R.B.Athapattu,ආර්.බී.අතපත්තු,Sinhala,Science Fiction,
310,Yelras Urumaya,Yelras Urumaya,Udani Manakala Ekanayaka,උදානි මනකලා ඒකනායක,,,Sinhala,Science Fiction,
311,wiyaru widyaghnaya,wiyaru widyaghnaya,,,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,Science Fiction,
312,Nawa padanama,Nawa padanama,Izack Asimow,Izack Asimow,S.M.Bandusila,එස්.එම්.බන්දුසිල,Sinhala,Science Fiction,
313,Science Short Story,Science Short Story,Arthur c clarke,ආතර් සී ක්ලාක්,S.M.Bandusila,එස්.එම්.බන්දුසිල,Sinhala,Science Fiction,
314,Lakdiwa sagara pathla,Lakdiwa sagara pathla,Arthur c clarke,ආතර් සී ක්ලාක්,Mano Fernando,මනෝ ප්‍රනාන්දු,Sinhala,Science Fiction,
315,X,X,Susitha Ruwan,Susitha Ruwan,,,Sinhala,Science Fiction,
316,Kalpawasaana Saadaya,Kalpawasaana Saadaya,Tharaka kaldera,තාරක කල්දේරා,,,Sinhala,Sinhala Novel,Novel
317,Rawana Meheyuma -1,Rawana Meheyuma -1,Susitha Ruwan,Susitha Ruwan,,,Sinhala,Science Fiction,
318,Dangakara Mahalla,Dangakara Mahalla,Abid Surathy,අබිද් සුරති,D.P Samarasinghe,ඩී පී සමරසිංහ,Sinhala,Indian Translation,
319,Aranakata Pem Benda,Aranakata Pem Benda,Vibuthi Bushana Bandyopadya,විභුති බුෂණ බන්ධොපද්‍ය,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
320,Go Danaya,Go Danaya,Prem Chand,ප්‍රේම් චාන්ද්,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
321,Gora,Gora,Ravidranatha Tzakur,රවිද්‍රනාථ සාකුර්,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
322,Apuge LOkaya,Apuge LOkaya,Vibuthi Bushana Bandyopadya,විභුති බුෂණ බන්ධොපද්‍ය,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
323,Mawathe Geethaya,Mawathe Geethaya,Vibuthi Bushana Bandyopadya,විභුති බුෂණ බන්ධොපද්‍ය,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
324,Sayuru Therehi Gammanaya,Sayuru Therehi Gammanaya,Anitha Desai,අනිතා දේසායි,Cyril Chandrasekara Gunawardana,සිරිල් චන්ද්‍රසේකර ගුණවර්ධන,Sinhala,Indian Translation,
325,Srikantha,Srikantha,Sharathchandra Chattopadya,ශරත්චන්ද්‍ර චට්ටෝපාද්‍යා,Chintha Luxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
326,Srikantha ha Rajalaxmi,Srikantha ha Rajalaxmi,Sarathchandra Chattopadya,සරත්චන්ද්‍ර චට්ටෝපාද්‍ය,Chintha Laxmi Sinharachchi,චින්තා ලක්ෂ්මි සිංහාරච්චි,Sinhala,Indian Translation,
327,Chamali,Chamali,Sing Dungal,Dungal ගායනා කරන්න,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Indian Translation,
328,kerella ha indianu ketikatha,kerella ha indianu ketikatha,,,boby b botheju,බොබි බී බොතේජු,Sinhala,Indian Translation,
329,Path Sindunu Wasanthaya,Path Sindunu Wasanthaya,Ba Jin,බා ජින්,Hasitha Abewardena,හසිත අබේවර්ධන,Sinhala,Chinese Translation,
330,Nawasanda Ha Wenath Katha,Nawasanda Ha Wenath Katha,,,J.E. Gunasekara,ජේ.ඊ.ගුණසේකර,Sinhala,Chinese Translation,
331,China Sindarella,China Sindarella,Edlin Yen Mah,එඩ්ලින් යෙන් මාහ්,Susantha Kodithuwakku,සුසන්ත කොඩිතුවක්කු,Sinhala,Chinese Translation,
332,Fanshen,Fanshen,William Hinton,විලියම් හිටන්,Charls Abeysekara,චාල්ස් අබේසේකර,Sinhala,Chinese Translation,
333,Ihurunu Diya,Ihurunu Diya,Salley Grindley,සාලි ග්‍රින්ඩ්ලි,Ganga Niroshani Suduwelikanda,Ganga Niroshini Suduwelikanda,Sinhala,Chinese Translation,
334,Pawula,Pawula,Ba Jin,බා ජින්,Ananda Kumara,ආනන්ද කුමාර,Sinhala,Chinese Translation,
335,Wana Hansiyo,Wana Hansiyo,Yung Chang,යුං චං,D.M.S.Ariyarathna,ද.ම.ස. ආරියරත්න,Sinhala,Chinese Translation,
336,Rathu Sogum,Rathu Sogum,Mo Yan,මෝ යාන්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Chinese Translation,
337,Sambhawya China Keti Katha,Sambhawya China Keti Katha,Lu Shun,ලු ෂුන්,Ananda Kumara,ආනන්ද කුමාර,Sinhala,Chinese Translation,
338,Fontamara,Fontamara,Ignatsiyo Silone,ඉග්නට්සියෝ සිලෝන්,Malani Govinnage,මාලිනී ගොවින්නගේ,Sinhala,Italy Translation Novel,Novel
339,Eta Messa,Eta Messa,E.L.Voyinich,ඊ.එල්.වොයිනිච්,Sugathapala de Silva,සුගතපාල ද සිල්වා,Sinhala,Italy Translation Novel,Novel
340,Makulu Kedellata yana Para,Makulu Kedellata yana Para,Italo Calvino,ඉටලෝ කැල්විනෝ,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Italy Translation Novel,Novel
341,Nawa Thapasikawa,Nawa Thapasikawa,Giyowanni Arjino,ගියොවනි අර්ජිනෝ,Udaya Prasantha Meddegama,උදය ප්‍රසන්ත මැද්දේගම,Sinhala,Italy Translation Novel,Novel
342,Luca,Luca,Ignazio Silone,ඉග්නාසියෝ සිලෝන්,Indrani Rodrigo,ඉන්ද්‍රානි රුද්‍රිගු,Sinhala,Italy Translation Novel,Novel
343,Chikige Pasal Samaya,Chikige Pasal Samaya,Chinuwa Achibi,චිනුවා අචිබි,Cyri C. Perera,සිරි සී පෙරේරා,Sinhala,African Translation,
344,Ath Adanguwa,Ath Adanguwa,Ferdinand Oyono,ෆර්ඩිනන්ඩ් ඔයෝනෝ,Samarasinghe Gunasekara,සමරසිංහ ගුණසේකර,Sinhala,African Translation,
345,Prapathaya,Prapathaya,Chinua Achebe,චිනුවා අචෙබේ,Ilin Siriwardana,ඉලින් සිරිවර්ධන,Sinhala,African Translation,
346,Rathnagaraya,Rathnagaraya,Sir Henry Raider Hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,Kamalasiri Perera,කමලසිරි පෙරේරා,Sinhala,African Translation,
347,Mahawil,Mahawil,Elechi Amadi,එලෙචි අමාඩි,Ranjith Amarasekara,රංජිත් අමරසේකර,Sinhala,African Translation,
348,Maya Sihinaya,Maya Sihinaya,Sir Henry Raider hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,Kamalasiri Perera,කමලසිරි පෙරේරා,Sinhala,African Translation,
349,Dew Hiseraya,Dew Hiseraya,Chinua Achebe,චිනුවා අචෙබේ,Sena Thoradeniya,සේන තෝරදෙණිය,Sinhala,African Translation,
350,Muhuda Goda Gala,Muhuda Goda Gala,Chinua Achebe,චිනුවා අචෙබේ,Ariyadasa Somathilaka,ආරියදාස සෝමතිලක,Sinhala,African Translation,
351,Aprikanu wanantharaye Sethapum,Aprikanu wanantharaye Sethapum,John L. Brome,ජෝන් එල්. බ්‍රෝම්,Sujiwa Disanayaka,සුජීව දිසානායක,Sinhala,African Translation,
352,Handanu Pembara Deshaya,Handanu Pembara Deshaya,Alan Petan,ඇලන් පෙටන්,Malani Govinnage,මාලිනී ගොවින්නගේ,Sinhala,African Translation,
353,Hatharaweni Thattuwa,Hatharaweni Thattuwa,Hilda Bernstein,හිල්ඩා බර්න්ස්ටයින්,Sugathapala de Silva,සුගතපාල ද සිල්වා,Sinhala,African Translation,
354,Handanu Mena Nidahasa,Handanu Mena Nidahasa,Jhon Braily,ජෝන් බ්‍රේලි,Sunil Madhawa Premathiaka,සුනිල් මාධව ප්‍රේමතියක,Sinhala,African Translation,
355,Yadam,Yadam,Alex Haley,ඇලෙක්ස් හේලි,Saman Wickramarachchi,සමන් වික්‍රමාරච්චි,Sinhala,African Translation,
356,Aprikanu Maha Himaye,Aprikanu Maha Himaye,Willard Price,විලාඩ් ප්‍රයිස්,Wijayarathna Dolawatta,විජයරත්න දොලවත්ත,Sinhala,African Translation,
357,Wana Uyane Abirahas Dadayama,Wana Uyane Abirahas Dadayama,Willard Price,විලාඩ් ප්‍රයිස්,Somasiri Liyanage,සෝමසිරි ලියනගේ,Sinhala,African Translation,
358,Mashupa saha n tembi,Mashupa saha n tembi,Stuwert Celayat,ස්ටුවර්ට් සෙලායට්,Gunathilaka Nissanka,ගුණතිලක නිශ්ශංක,Sinhala,African Translation,
359,Ae Hewath Ayesha 1,Ae Hewath Ayesha 1,Sir Henry Raider hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
360,Ae Hewath Ayesha 2,Ae Hewath Ayesha 2,Sir Henry Raider hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
361,Ayesha Apasu Eyi,Ayesha Apasu Eyi,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
362,Ae Saha Allan,Ae Saha Allan,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,Chandra Anagirathne,චන්ද්‍රා අනගිරත්න,Sinhala,African Translation,
363,Pragnawe Diyaniya Ayesha,Pragnawe Diyaniya Ayesha,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
364,Meedume Minissu,Meedume Minissu,Sir Henry Raider hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
365,Allan Saha Pujaniya Pushpaya,Allan Saha Pujaniya Pushpaya,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
366,Arunodaye Rejina,Arunodaye Rejina,Sir Henry Raider hagard,ශ්‍රීමත් හෙන්රි රයිඩර් හාගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
367,Amen Deviyage Diyaniya,Amen Deviyage Diyaniya,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
368,Allan saha Ayis Devivaru,Allan saha Ayis Devivaru,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
369,"Dry, The","වියළි, ​​ද",Jane Harper,ජේන් හාපර්,,,English,English Novel,Novel
370,"Lost Symbol, The","නැතිවූ සංකේතය, ද",Dan Brown,ඩෑන් බ්‍රවුන්,,,English,English Novel,Novel
371,Fight Club,සටන් සමාජය,Chuck palahniuk,චක් පලහ්නියුක්,,,English,English Novel,Novel
372,Jane eyre,ජේන් අයර්,Charlotte Bronte,චාලට් බ්‍රොන්ටේ,,,English,English Novel,Novel
373,Wonderland,ආශ්චර්යමත් දේශය,Joanna Nadine,ජොආනා නාඩින්,,,English,English Novel,Novel
374,Heartless,හදවතක් නැති,Marissa Meyer,මාරිසා මේයර්,,,English,English Novel,Novel
375,Who let the gods out,කවුද දෙවිවරු එළියට දැම්මේ,Maz Evans,මැස් එවන්ස්,,,English,English Novel,Novel
376,Journal of curios letters,කුතුහලය දනවන ලිපි සඟරාව,James Dashner,ජේම්ස් ඩැෂ්නර්,,,English,English Novel,Novel
377,Hunt for dark infinity,අඳුරු අනන්තය සඳහා දඩයම් කරන්න,Jamesh Dashner,Jamesh Dashner,,,English,English Novel,Novel
378,Dragon Teeth,ඩ්රැගන් දත්,Michael Crichton,මයිකල් ක්‍රික්ටන්,,,English,English Novel,Novel
379,"X-files, Agent of chaos","X-ගොනු, අවුල් සහගත නියෝජිතයා",Kami garcia,කමි ගාර්ෂියා,,,English,English Novel,Novel
380,Someday Birds,කවදාහරි කුරුල්ලෝ,Sally J Plarke,සාලි ජේ ප්ලාක්,,,English,English Novel,Novel
381,All the lights we cannot see,සියලුම ආලෝකයන් අපට නොපෙනේ,Anthony Doer,ඇන්තනි ඩෝර්,,,English,English Novel,Novel
382,Road from Elephsnt pass,අලිමංකඩ සිට මාර්ගය,Nihal De Silva,නිහාල් ද සිල්වා,,,English,English Novel,Novel
383,There is something i have to tell you,මට ඔයාට කියන්න දෙයක් තියෙනවා,Madubhashini Dissanayake Rathnayake,මධුභාෂිනී දිසානායක රත්නායක,,,English,English Novel,Novel
384,Forgetting Spell,අක්ෂර වින්‍යාසය අමතක වීම,Lauren Myracle,ලෝරන් මිරැකල්,,,English,English Novel,Novel
385,Deception,රැවටීම,Roald dhal,රෝල් පරිප්පු,,,English,English Novel,Novel
386,Half Girl Friend,අර්ධ ගැහැණු මිතුරිය,Chethan Bugeth,චේතන් බුගේත්,,,English,English Novel,Novel
387,Foundation,පදනම,Isaac Asimov,අයිසැක් ඇසිමොව්,,,English,English Novel,Novel
388,One Night at the call center,ඇමතුම් මධ්යස්ථානයේ එක් රාත්රියක්,Chethan Bhagath,Chetan Bhagat,,,English,English Novel,Novel
389,Revolution,විප්ලවය,Chethan Bhagath,Chetan Bhagat,,,English,English Novel,Novel
390,Faraway tree,ඈත ගස,Enid Blyton,ඊනිඞ් බ්ලයිටන්,,,English,English Novel,Novel
391,Asu thuna akase,Asu thuna akase,Gaya Ramya Alwis,ගයා රම්‍යා අල්විස්,,,Sinhala,Poetry,
392,Themi Themima Mama,Themi Themima Mama,Damith Udayanga Dahayanake,දමිත් උදයංග දහයනකේ,,,Sinhala,Poetry,
393,Numba Noye Nm Kiyanna,Numba Noye Nm Kiyanna,Saumya Sandamali Liyanage,සෞම්‍යා සඳමාලි ලියනගේ,,,Sinhala,Poetry,
394,Pata Pahak,Pata Pahak,Chaminda Gunarathne,චමින්ද ගුණරත්න,,,Sinhala,Poetry,
395,Niribatha,Niribatha,"K,Jayathilake","කේ, ජයතිලක",,,Sinhala,Poetry,
396,Prabuddha,Prabuddha,Mahagamasekars,මහගමසේකරයන්,,,Sinhala,Poetry,
397,Ae Viplawa Nokalaya,Ae Viplawa Nokalaya,Chaminda Gunarathne,චමින්ද ගුණරත්න,,,Sinhala,Poetry,
398,Sulanga saha Rathu Mal Gasa,Sulanga saha Rathu Mal Gasa,Kanchana Priyakanth,කාංචන ප්‍රියකාන්ත්,,,Sinhala,Poetry,
399,Lilak,Lilak,Yesha Fernando,යේෂා ප්‍රනාන්දු,,,Sinhala,Poetry,
400,Kandulu Mitiyawathin,Kandulu Mitiyawathin,Darshana Medis,දර්ශන මෙඩිස්,,,Sinhala,Poetry,
401,Wassane,Wassane,Rathnath Sri Vijesinghe,රත්නත් ශ්‍රී විජේසිංහ,,,Sinhala,Poetry,
402,Sathya Siragath U Bawin,Sathya Siragath U Bawin,Chandrani Gunawardhana,චන්ද්‍රානි ගුණවර්ධන,,,Sinhala,Poetry,
403,Pas kandaka Husma Ganimi,Pas kandaka Husma Ganimi,Sampath Kuruppu Arachchi,සම්පත් කුරුප්පු ආරච්චි,,,Sinhala,Poetry,
404,Pathirunu vAnduru Pathanehi,Pathirunu vAnduru Pathanehi,G. Sirivimala Himi,G. Sirivimala Himi,,,Sinhala,Poetry,
405,Hithe ketuu Tatoo,Hithe ketuu Tatoo,Indika Gunawardhana,ඉන්දික ගුණවර්ධන,,,Sinhala,Poetry,
406,Alawaka Alingana,Alawaka Alingana,Chaminda Gunarathne,චමින්ද ගුණරත්න,,,Sinhala,Poetry,
407,Premaye Karthu,Premaye Karthu,KanchanaAmilani,කාංචනා අමිලානි,,,Sinhala,Poetry,
408,Indikatu Thudaka Pipip Malak,Indikatu Thudaka Pipip Malak,Chathuranga Dissanayake,චතුරංග දිසානායක,,,Sinhala,Poetry,
409,Wassatath Nathi Lihini,Wassatath Nathi Lihini,Charith Gunarathne,චරිත් ගුණරත්න,,,Sinhala,Poetry,
410,Wenas Ekek,Wenas Ekek,Nalinda Sanjeewa,නලින්ද සංජීව,,,Sinhala,Poetry,
411,Hate watte Maddalena,Hate watte Maddalena,Saumya Sandaruwan Liyanage,සෞම්‍ය සඳරුවන් ලියනගේ,,,Sinhala,Poetry,
412,Tharu As Rahas,Tharu As Rahas,Tharangani Rasika Fernando,තරංගනී රසිකා ප්‍රනාන්දු,,,Sinhala,Poetry,
413,Wadiyenma Waradune Kaviyanta,Wadiyenma Waradune Kaviyanta,Lakshan Maduranga,ලක්ෂාන් මධුරංග,,,Sinhala,Poetry,
414,Sudo Sudu,Sudo Sudu,K.A.S,කේ.ඒ.එස්,,,Sinhala,Poetry,
415,Maye Amme Yamu Yanta,Maye Amme Yamu Yanta,Darmasiri Benadic,දර්මසිරි බෙනඩික්,,,Sinhala,Poetry,
416,Akurak Hoyami,Akurak Hoyami,Nayanaseka Wanninayake,නයනසේක වන්නිනායක,,,Sinhala,Poetry,
417,Ehetath Wahinawa Athi,Ehetath Wahinawa Athi,Sandun Priyankara Vithanage,සඳුන් ප්‍රියංකර විතානගේ,,,Sinhala,Poetry,
418,Ahi Pihan Aharila,Ahi Pihan Aharila,Mahinda Prasad Masimbula,මහින්ද ප්‍රසාද මසිඹුල,,,Sinhala,Poetry,
419,Galu Para diga Haluna,Galu Para diga Haluna,Dominic ChandraSAli,ඩොමිනික් චන්ද්‍රසාලි,,,Sinhala,Poetry,
420,Sanda Maranthikai,Sanda Maranthikai,Shyama Devika,ශ්‍යාමා දේවිකා,,,Sinhala,Poetry,
