id,name,sinhala name,author,author sinhala name,translator,translator sinhala name,language,categoery,Tags
139,Ukusu Dadayama,උකුසු දඩයම,Jack Higgins,ජැක් හිගින්ස්,Indrani Karunarathna,ඉන්ද්‍රාණි කරුණාරත්න,Sinhala,English Translation Novel,
140,Tom Mamage Kutiya,ටොම් මාමාගේ කුටිය,Harriet Beecher Stowe,හැරියට් බීචර් ස්ටෝව්,Justin Wijayawardana,ජස්ටින් විජයවර්ධන,Sinhala,English Translation Novel,
141,Piyedra Ganga bada hinda Welapunemi,පියෙද්රා ගඟ බඩ හිඳ වැලපුනෙමි,Paulo Coelho,පාවුලෝ කොයියෝ,Piyal Jayarathna,පියල් ජයරත්න,Sinhala,English Translation Novel,
142,Wanaraya,වඳුරා,Chu Cheng Eng,වු චෙන්ග් එන්,A.P.Gunarathna,ඒ.පී. ගුණරත්න,Sinhala,English Translation Novel,
143,Akrawe Athpitapatha,අක්රාවේ අත්පිටපත,Paulo Coelho,පාවුලෝ කොයියෝ,D.M.S.Ariyarathna,ඩී.එම්.එස්. ආරියරත්න,Sinhala,English Translation Novel,
144,Nothradamaye Kuda,නෝත්‍රදාමයේ කුදා,Victor Hugo,වික්ටර් හියුගෝ,Kumara Siriwardana,කුමාර සිරිවර්ධන,Sinhala,English Translation Novel,
145,Mosad,මොසාඩ්,Michael Bar,මයිකල් බාර්-සොහාර්,Yasasiri Janaka Kumara,යසසිරි ජනක කුමාර,Sinhala,English Translation Novel,
146,Solamange Geethaya,සොලමන්ගේ ගීතය,Toni Morrison,ටෝනි මොරිසන්,,නොදනී,Sinhala,English Translation Novel,
147,Wanarayange Tarzan,වඳුරන්ගේ ටාසන්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
148,Tarzan Apasu Eyi,ටාසන් ආපසු එයි,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
149,Tarzan ge Wanasiwpawo,ටාසන්ගේ වනසිව්පාවෝ,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
150,Tarzan ge Puthraya,ටාසන්ගේ පුත්‍රයා,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
151,Tarzan ha Oparaye menik,ටාසන් හා ඕපරයේ මැණික්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
152,Nodemunu Tarzan,නොදැමුණු ටාසන්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
153,Bihisunu Tarzan,බිහිසුණු ටාසන්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
154,Tarzan Ha Swarnamaya Sinhaya,ටාසන් හා ස්වර්ණමය සිංහයා,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
155,Tarzan ha Kuhumbu Minissu,ටාසන් හා කුහුඹු මිනිස්සු,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
156,Tarzan ha Sathuru Sena,ටාසන් හා සතුරු සේනා,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,
157,Veera Vickramanvitha Tarzan,වීර වික්‍රමාන්විත ටාසන්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,
158,Tarzan saha Atharamanwu Yathrikayo,ටාසන් සහ අතරමංවූ යාත්‍රිකයෝ,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහාගල්ල,Sinhala,English Translation Novel,
159,Wanantharaye Adhipathy Tarzan,වනාන්තරයේ අධිපති ටාසන්,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,
160,Tarzan ha Mahar Rejina,ටාසන් හා මහා රැජින,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Deemon Ananda,ඩීමන් ආනන්ද,Sinhala,English Translation Novel,
161,Tarzan saha Roma Soldaduwo,ටාසන් සහ රෝම සොල්දාදුවෝ,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Nishani Dissanayaka,නිශානි දිසානායක,Sinhala,English Translation Novel,
162,Tarzan saha Abirahas Lokaya,ටාසන් සහ අබිරහස් ලෝකය,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,P.B.Senanayaka,පී.බී. සේනානායක,Sinhala,English Translation Novel,
163,Tarzanta Hamuwu Unmaththakaya,ටාසන්ට හමුවූ උන්මත්තකයා,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,D.M.Karunarathna,ඩී.එම්. කරුණාරත්න,Sinhala,English Translation Novel,
164,Sherlock Holms -Sunaka sapaya,ෂර්ලොක් හෝම්ස් - සුනඛ සාපය,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
165,Sherlock Holms -Rathuwatha Hendikatha,ෂර්ලොක් හෝම්ස් - රතු වත හැඳි කාන්තාව,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
166,Sherlock Holms - Bihisunu Nimnaya,ෂර්ලොක් හෝම්ස් - බිහිසුණු නිම්නය,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
167,Sherlock Holms - Le Salakuna,ෂර්ලොක් හෝම්ස් - ලේ සලකුණ,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
168,Sherlock Holms - Sherlock Holms Apasu Eyi,ෂර්ලොක් හෝම්ස් - ෂර්ලොක් හෝම්ස් ආපසු එයි,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
169,Sherlock Holms - Bayanaka Miniha,ෂර්ලොක් හෝම්ස් - භයානක මිනිහා,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
170,Sherlock Holms - Lohitha Pareeksanaya,ෂර්ලොක් හෝම්ස් - ලෝහිත පරීක්ෂණය,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
171,Sherlock Holms - Kalu Wyagraya,ෂර්ලොක් හෝම්ස් - කළු ව්‍යග්‍රයා,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
172,Sherlock Holms - Antharaya Adawiyaka,ෂර්ලොක් හෝම්ස් - අන්තරාය අඩවියක,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
173,Sherlock Holms - Bishanayak,ෂර්ලොක් හෝම්ස් - භීෂණයක්,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
174,Sherlock Holms - Weradunu Dadayama,ෂර්ලොක් හෝම්ස් - වැරදුණු දඩයම,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
175,Sherlock Holms - Indra nila Manikya,ෂර්ලොක් හෝම්ස් - ඉන්ද්‍රනීල මැණික්ය,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
176,Sherlock Holms - Adbutha Aganthukaya,ෂර්ලොක් හෝම්ස් - අද්භූත ආගන්තුකයා,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
177,Sherlock Holms - Samudure Satana,ෂර්ලොක් හෝම්ස් - සමුදුරේ සටන,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
178,Sherlock Holms - Gindara Samaga Sellam,ෂර්ලොක් හෝම්ස් - ගින්දර සමඟ සෙල්ලම්,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
179,Sherlock Holms - Russiyanu Ottykaraya,ෂර්ලොක් හෝම්ස් - රුසියානු ඔත්තුකරු,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
180,Beskarwilhi Dadaballa,බැස්කර්විල්හි දඩබල්ලා,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,English Translation Novel,
181,Sherlock Holmsge Mathaka Satahan,ෂර්ලොක් හෝම්ස්ගේ මතක සටහන්,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,N.A.D.Gunathilaka,එන්.ඒ.ඩී. ගුණතිලක,Sinhala,English Translation Novel,
182,Maraka Satana,මාරක සටන,,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
183,Pradipagaraye Wickramaya,ප්‍රදීපාගාරයේ වික්‍රමය,Sherlock Holmes,ෂර්ලොක් හෝම්ස්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
184,Ejypthu shapaya,ඊජිප්තු ශාපය,Sherlock Holmes,ෂර්ලොක් හෝම්ස්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
185,Surupi Nalangana,සුරූපී නළඟන,Sherlock Holmes,ෂර්ලොක් හෝම්ස්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
186,Wedi Handa,වෙඩි හඬ,Sherlock Holmes,ෂර්ලොක් හෝම්ස්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
187,Getakapana Puncha,ගැටකපන පුංචා,Leon Garfield,ලියොන් ගාෆීල්ඩ්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
188,Sengawunu lowe Sawariyak,සැඟවුණු ලොවේ සවාරියක්,Sir Arthur Conandoyle,ශ්‍රීමත් ආතර් කොනන් ඩොයිල්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
189,Raktha Manikyaye Abhirahasa,රක්ත මාණික්‍යයේ අබිරහස,Anthony Reed,ඇන්තනි රීඩ්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
190,Rahas Pariksakaya Athurudan,රහස් පරීක්ෂකයා අතුරුදන්,Anthony Reed,ඇන්තනි රීඩ්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
191,Lokaya Wate Asu Dawasakin,ලෝකය වටේ අසූ දවසකින්,Juls wern,ජූල්ස් වර්න්,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
192,Bihisunu Gamanak,බිහිසුණු ගමනක්,Robert luis stevensen,ආර්.එල්. ස්ටීවන්සන්,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,
193,Anthima Kemetta,අන්තිම කැමැත්ත,,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,
194,Marana Thunak,මරණ තුනක්,,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,
195,Adisi Hasthaya,අදිසි හස්තය,,නොදනී,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,English Translation Novel,
196,Bhishanye horawa,භීෂණයේ හෝරාව,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,,නොදනී,Sinhala,English Translation Novel,
197,Nihanda shakshiya,නිහඬ සාක්ෂිය,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,,නොදනී,Sinhala,English Translation Novel,
198,Ethulwima Tahanam,ඇතුළුවීම තහනම්,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,,නොදනී,Sinhala,English Translation Novel,
199,Manimekala,මණිමේඛලා,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,,නොදනී,Sinhala,English Translation Novel,
200,Volga Dupatha,වොල්ගා දූපත,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,,නොදනී,Sinhala,English Translation Novel,
801,Glesera,ග්ලේෂරා,Keshan Hareshu,කේෂාන් හරේෂ්,,නොදනී,Sinhala,Science Fiction,
802,Nadi Thera Abhirahasa,නදී තෙර අබිරහස,Rurh Ware,රූත් වෙයාර්,Chathuranga Samaradiwakara,චතුරංග සමරදිවාකර,Sinhala,English Translation Novel,
803,Anduru Wanapetha,අඳුරු වනපෙත (In a Dark,Ruth Ware,Ruth Ware,Manel Jayanthi gunasekara,Manel Jayanthi Gunasekara,Sinhala,English Translation Novel,
804,Awasan Prarthanaya,අවසන් ප්‍රාර්ථනය,Andrzej Sapkowski,ඇන්ඩ්‍රේ සප්කොව්ස්කි,Tharushi Niranga Jayasinghe,තරුෂි නිරංග ජයසිංහ,Sinhala,English Translation Novel,
805,Wijeweerage Ghathakaya Premadasa da,විජේවීරගේ ඝාතකයා ප්‍රේමදාස ද?,Chandana Kariyawasam,චන්දන කාරියවසම්,,නොදනී,Sinhala,Sinhala Novel,
806,Bihisunu Wana Meda,බිහිසුණු වන මැද,Lsitha Ravin Umagiliya,නොදනී,,ලසිත රවීන් උමගිලිය,Sinhala,Sinhala Novel,
807,Dahathuna,දහතුන,Steve Cavanagh,ස්ටීව් කැවනා,Nilanthi Ediriweera,නිලන්ති එදිරිවීර,Sinhala,English Translation Novel,
808,Pruthuviyen samuganimu,පෘථිවියෙන් සමුගනිමු,Izak Esimow,අයිසැක් ඇසිමොව්,Bobby G Botheju,බොබී ජී. බොතේජු,Sinhala,Science fiction,
809,Iranamkara Biththara,ඉරණම්කාර බිත්තර,Michail Bulgakow,මිහායිල් බුල්ගාකොව්,Pasan kodikara,පසන් කොඩිකාර,Sinhala,Science Fiction,
810,Agadhayata Ihalin,අගාධයට ඉහළින්,A. Belayew / A.Kasanthsew,ඇලෙක්සැන්ඩර් බෙල්යායෙව්,J.E Gunasekara,ජේ.ඊ. ගුණසේකර,Sinhala,Science Fiction,
811,Mithuro,මිතුරෝ,Denagama Siriwardana,දෙනගම සිරිවර්ධන,,නොදනී,Sinhala,children Sinhala,
812,Wiiduhale Withthi,විදුහලේ විත්ති,Father Don Peter,දොන් පීටර් පියතුමා,,නොදනී,Sinhala,Children Sinhala,
813,Ran Welle Ascharya,රන් වැල්ලේ ආශ්චර්යය,Anura Padmasiri Disanayaka,අනුර පද්මසිරි දිසානායක,,නොදනී,Sinhala,Children Sinhala,
814,Handuruk Kande Wickramaya,හඳුරුක් කන්දේ වික්‍රමය,Anura Padmasiri Disanayaka,අනුර පද්මසිරි දිසානායක,,නොදනී,Sinhala,Children Sinhala,
815,Nawathene Himi Kariya,නවාතැනේ හිමිකාරිය,Fyedor Dosthayewsky,ෆියෝඩර් දොස්තයෙව්ස්කි,Pasan Kodikara,පසන් කොඩිකාර,Sinhala,Russian Translation Novel,
816,Remgunkara Kawataya,රැවටුම්කාර කවටයා,Mikhail Bulgakov,මිහායිල් බුල්ගාකොව්,Pasan Kodikara,පසන් කොඩිකාර,Sinhala,Russian Translation Novel,
817,Kavikara kombi,කවිකාර කොම්බි,Kattambuagama Wijayapala Kumarasinghe,කට්ටඹුවාගම විජයපාල කුමාරසිංහ,,නොදනී,Sinhala,Sinhala Novel,
818,Gini,ගිනි,Erewwala Nandimithra,ඇරැව්වල නන්දිමිත්‍ර,,නොදනී,Sinhala,Sinhala novel,
819,Gambare,ගම්බරේ,Aruna Laksman Fernando,අරුණ ලක්ෂ්මන් ප්‍රනාන්දු,,නොදනී,Sinhala,Sinhala Novel,
820,Dupathaka atharamanwa,දූපතක අතරමංව,R.M. Ballantyne's,ආර්.එම්. බැලන්ටයින්,Lasitha Ravin Umagiliya,ලසිත රවීන් උමගිලිය,Sinhala,children Translation,
821,Mahacharya Shonkuge Wickrama,මහාචාර්ය ෂොන්කුගේ වික්‍රම,Sathyajith Ray,සත්‍යජිත් රායි,Chandralatha Lakdusinghe,චන්ද්‍රලතා ලක්දුසිංහ,Sinhala,Indian Translation,
822,Nisala Uyana,නිසල උයන,Ba Jin,බා ජින්,Mahinda Senarath Gamage,මහින්ද සෙනරත් ගමගේ,Sinhala,Chinese Translation,
823,Kundu,කුණ්ඩු,Morris West,මොරිස් වෙස්ට්,Manel Jayanthi Gunasekara,මැනෙල් ජයන්ති ගුණසේකර,Sinhala,English Translation,
824,1925,1925,Imesh Madushanka Yapa,ඉමේෂ් මධුෂංක යාපා,,නොදනී,Sinhala,Sinhala Novel,
825,Dayiwaye Asipatha,දෛවයේ අසිපත,Andrzej Sapkowski,ඇන්ඩ්‍රේ සප්කොව්ස්කි,Tharushi Niranga Jayasinghe,තරුෂි නිරංග ජයසිංහ,Sinhala,English Translation Novel,
826,Asahara,අසහාරා,Imesh Madusanka Yapa,ඉමේෂ් මධුෂංක යාපා,,නොදනී,Sinhala,Sinhala Novel,
827,Rawan Leo,රාවන් ලියෝ,Pradeep Rathnayaka,ප්‍රදීප් රත්නායක,,නොදනී,Sinhala,Sinhala Novel,
829,Marakatha Pililaya,මරකත පිළිලය,Nethindu Wra[itiya,නෙතිඳු වරපිටිය,,නොදනී,Sinhala,Science Fiction,
830,Marakatha Palakaya,මරකත පාලකය,Nethindu Warapitiya,නෙතිඳු වරපිටිය,,නොදනී,Sinhala,Science Fiction,
831,Nupura,නූපුරා,Sachi Pananwala,සචී පැනන්වල,,නොදනී,Sinhala,Sinhala Novel,
832,Naughty 40,නෝටි 40,Asiri Munasinghe,ආසිරි මුණසිංහ,,නොදනී,Sinhala,Sinhala Novel,
834,Housemaid,හවුස්මේඩ්,Freida McFaden,ෆ්‍රීඩා මැක්ෆැඩන්,Tharushi Niranga Jayasinghe,තරුෂි නිරංග ජයසිංහ,Sinhala,English Traslation Novel,
835,Ran Nari Kunjaraya,රන් නාරි කුංජරය,Srikanthi Ketawalakumbura,ශ්‍රීකාන්ති කේටවලකුඹුර,,නොදනී,Sinhala,Sinhala Novel,
836,Kahalaye Maha Dadayama,කහළයේ මහා දඩයම,Robert Jordan,රොබට් ජෝර්ඩන්,Amavi Silva,අමාවි සිල්වා,Sinhala,English Translation Novel,
837,Balamuduwe Mithuru Hawula,බලමුදුවේ මිතුරු හවුල,J.R.R.Tolkien,ජේ.ආර්.ආර්. ටොල්කියන්,Kaveesha Nadun Kaggodarachchi,කාවීෂ නඳුන් කැග්ගොඩආරච්චි,Sinhala,English Translation Novwl,
838,Mithuru Hawule Wisirayama,මිතුරු හවුලේ විසිර යාම,J.R.R.Tolkien,ජේ.ආර්.ආර්. ටොල්කියන්,,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
839,LOT 3,ලොට් 3,,නොදනී,,නොදනී,Sinhala,Miscellaneous,
840,iCE Hunt,අයිස් හන්ට්,,ජේම්ස් රොලින්ස්,,නොදනී,Sinhala,Miscellaneous,
841,Ruhiru Wikuna Yepunu Minihek,රුහිරු විකුණා යෙපුණු මිනිහෙක්,Yu Hua,යූ හුවා,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Chinese Translation,
842,Wikurthi Angara,විකෘති අඟර,Richard Morgan,රිචඩ් මෝගන්,,නොදනී,Sinhala,Science Fiction,
843,Samahara Kamatahan,සමහර කමටහන්,Lakshantha Athukorala,ලක්ෂාන්ත අතුකෝරාල,,නොදනී,Sinhala,Poetry,
844,My Name Is Red,මයි නේම් ඊස් රෙඩ්,Orham Pamuk,ඔර්හාන් පමුක්,Niluka Kadurugamuwa,නිලුකා කඳුරුගමුව,Sinhala,English Translation Novel,
845,Eric Brighteyes,එරික් බ්‍රයිට්අයිස්,H. Rider Haggard,එච්. රයිඩර් හැගාර්ඩ්,S. Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,English Translation Novel,
846,Scarlet Pimpernel,ස්කාර්ලට් පිම්පනල්,Baroness Orczy,බැරනස් ඕර්සී,S. chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,English Translation Novel,
848,Don,ඩොන්,Mario Puzo,මාරියෝ පූසෝ,Chirath Vijayalath,චිරාත් විජයලත්,Sinhala,English Translation Novel,
850,Mage Sahodari Hewath Dama Gathakaya,මගේ සහෝදරිය හෙවත් දාම ඝාතකයා (My Sister,Oyinkan Braithwaite,Oyinkan Braithwaite,Ganga Niroshini suduwelikanda,Ganga Niroshini Suduwelikanda,Sinhala,English Translation Novel,
851,Piduru Ballo,පිදුරු බල්ලෝ,John Gray,ජෝන් ග්‍රේ,Liyanage Amarakeerthi,ලියනගේ අමරකීර්ති,Sinhala,English Translation Novel,
852,Ghathakaya Nidelle,ඝාතකයා නිදැල්ලේ,,නොදනී,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
853,Awathenwuwo,අවතැන්වූවෝ,John Steinbeck,ජෝන් ස්ටයින්බැක්,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
854,Thethsuya Nam Dunuwaya,තෙත්සුයා නම් දුනුවායා,Paulo Coelho,පාවුලෝ කොයියෝ,Dilshani Chathurika Dabare,දිල්ෂානි චතුරිකා දාබරේ,Sinhala,English Translation Novel,
855,Brida,බ්‍රීඩා,Paulo Coelho,පාවුලෝ කොයියෝ,Maheshi Weerakoon,මහේෂි වීරකෝන්,Sinhala,English Translation Novel,
856,Jivithaya Anthenaka,ජීවිතය අන්තෙක,Milan Kundera,මිලාන් කුන්දේරා,Aruna Premarathna,අරුණ ප්‍රේමරත්න,Sinhala,English Translation Novel,
857,Nogilihenna,නොගිලිහෙන්න,Kashuwo Ishiguro,කසුඕ ඉෂිගුරෝ,Amali Boralugoda,අමලී බොරළුගොඩ,Sinhala,English Translation Novel,
858,Akasha Wasthu,ආකාශ වස්තු,Jokha Alharthi,ජෝකා අල්හාර්ති,Ganga Niroshini Suduwelikanda,ගංගා නිරෝෂිණී සුඩුවැලිකන්ද,Sinhala,English Translation Novel,
859,Mahalla Saha Muhuda,මහල්ලා සහ මුහුද,Ernerst Hemingway,අර්නස්ට් හෙමිංවේ,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,English Translation Novel,
860,Ramona Saha Ege Amma,රමෝනා සහ ඇගේ අම්මා,Beverly Cleary,බෙවර්ලි ක්ලියරි,Ganga Niroshini Suduwelikanda,ගංගා නිරෝෂිණී සුඩුවැලිකන්ද,Sinhala,English Translation Children,
861,Newiyage Birinda,නැවියාගේ බිරිඳ,Shahidulla Kayisher,ෂහිදුල්ලා කයිසර්,A.P.Gunarathna,ඒ.පී. ගුණරත්න,Sinhala,Indian Translation,
862,Adaraneeya Wiyaruwa,ආදරණීය වියරුව,Kamala Markandaya,කමලා මාර්කන්දේයා,Anula de Silva,අනුලා ද සිල්වා,Sinhala,Indian Translation,
863,Kulundul pempuwatha,කුලුඳුල් පෙම්පුවත,Ivan Turgenev,අයිවන් තුර්ගිනිව්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
864,Polima,පෝලිම,vladimir sorokin,ව්ලැඩිමීර් සොරොකින්,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Russian Translation Novel,
865,Anne - 1,ඈන් - 1,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
866,Anne - 2,ඈන් - 2,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
867,Anne - 3,ඈන් - 3,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
868,Anne - 4,ඈන් - 4,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
869,Anne - 5,ඈන් - 5,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
870,Anne - 6,ඈන් - 6,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
871,Anne - 7,ඈන් - 7,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
872,Anne - 8,ඈන් - 8,L.M.Montgomery,එල්.එම්. මොන්ට්ගොමරි,Premasiri Mahingoda,ප්‍රේමසිරි මහංගොඩ,Sinhala,English Translation Novel,
873,Muhudu gini Awiya,මුහුදු ගිනි අවිය,,නොදනී,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,English Translation Novel,
874,Gigurum nadaya,ගිගුරුම් නාදය,,නොදනී,Prabath Mirihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,English Translation Short Stories,
875,Ran pathalaka sengawunu kathawa,රන් පතලක සැඟවුණු කතාව,Wilbur smith,විල්බර් ස්මිත්,Susantha kodithuwakku,සුසන්ත කොඩිතුවක්කු,Sinhala,English Translation Novel,
876,Lajja,ලජ්ජා,Taslima Nasrin,තස්ලිමා නස්රීන්,Dimuthu samudra liyanage,දිමුතු සමුද්‍ර ලියනගේ,Sinhala,English Translation Novel,
877,Rath waralethi liya,රත් වරලැති ලිය,Orhan Pamuk,ඔර්හාන් පමුක්,Niluka kadurugamua,නිලුකා කඳුරුගමුව,Sinhala,English Translation Novel,
